"","ID","HOME_AIRPORT_ID","LAT1","LON1","CODE","FLIGHT_TYPE_ID","FLIGHT_NATURE_ID","PORT_AIRPORT_ID","LAT2","LON2","DESCRIPTION1","FLYING_TIME","LAT1c","LON1c"
"155",4464,2933,"27:51:39:S","28:14:46:E","LHR",2,3,2091,"51:28:14:N","1:32:17:W","LONDON",655,-27.8608333333333,28.2461111111111
"156",4781,2933,"27:51:39:S","28:14:46:E","LHB",2,1,2091,"51:28:14:N","1:32:17:W","BRUSSELS / LONDON (HEATHROW)",0,-27.8608333333333,28.2461111111111
"157",11801,2933,"27:51:39:S","28:14:46:E","CLH",2,2,2091,"51:28:14:N","1:32:17:W","CAPE TOWN / LONDON (HEATHROW)",0,-27.8608333333333,28.2461111111111
"158",4523,2933,"27:51:39:S","28:14:46:E","LGW",2,3,2092,"51:8:53:N","1:48:35:W","LONDON - GATWICK",0,-27.8608333333333,28.2461111111111
"159",4537,2933,"27:51:39:S","28:14:46:E","MGT",2,2,2092,"51:8:53:N","1:48:35:W","MOMBASA / LONDON (GATWICK)",0,-27.8608333333333,28.2461111111111
"160",4561,2933,"27:51:39:S","28:14:46:E","GRM",2,1,2092,"51:8:53:N","1:48:35:W","MOMBASA / LONDON (GATWICK)",0,-27.8608333333333,28.2461111111111
"161",4664,2933,"27:51:39:S","28:14:46:E","LMS",2,1,2092,"51:8:53:N","1:48:35:W"," MOMBASA / LONDON (GATWICK)",0,-27.8608333333333,28.2461111111111
"162",4403,2933,"27:51:39:S","28:14:46:E","CPZ",2,1,2101,"5:11:2:S","11:53:12:E","BRAZZAVILLE / POINTE NOIRE / COTONOU",0,-27.8608333333333,28.2461111111111
"163",4613,2933,"27:51:39:S","28:14:46:E","PNR",2,3,2101,"5:11:2:S","11:53:12:E","POINTE NOIRE",0,-27.8608333333333,28.2461111111111
"164",4432,2933,"27:51:39:S","28:14:46:E","ATL",2,3,2299,"33:38:12:N","85:34:19:W","ATLANTA",0,-27.8608333333333,28.2461111111111
"165",4434,2933,"27:51:39:S","28:14:46:E","IAT",2,2,2299,"33:38:12:N","85:34:19:W","ILHA DO SAL / ATLANTA",0,-27.8608333333333,28.2461111111111
"166",7500,2933,"27:51:39:S","28:14:46:E","ATC",2,1,2299,"33:38:12:N","85:34:19:W","CAPE TOWN / ATLANTA",1195,-27.8608333333333,28.2461111111111
"167",9160,2933,"27:51:39:S","28:14:46:E","ATI",2,1,2299,"33:38:12:N","85:34:19:W","ILHA DO SAL / ATLANTA",1025,-27.8608333333333,28.2461111111111
"168",12621,2933,"27:51:39:S","28:14:46:E","ATD",2,1,2299,"33:38:12:N","85:34:19:W","DAKAR / ATLANTA",10,-27.8608333333333,28.2461111111111
"169",12622,2933,"27:51:39:S","28:14:46:E","DKA",2,2,2299,"33:38:12:N","85:34:19:W","DAKAR / ATLANTA",10,-27.8608333333333,28.2461111111111
"170",4518,2933,"27:51:39:S","28:14:46:E","LAC",2,2,2300,"5:36:19:N","1:49:59:W","LUANDA / ACCRA",0,-27.8608333333333,28.2461111111111
"171",4528,2933,"27:51:39:S","28:14:46:E","LUA",2,2,2300,"5:36:19:N","1:49:59:W","LUANDA / ACCRA",0,-27.8608333333333,28.2461111111111
"172",4562,2933,"27:51:39:S","28:14:46:E","HAC",2,2,2300,"5:36:19:N","1:49:59:W","HARARE / ACCRA",0,-27.8608333333333,28.2461111111111
"173",4578,2933,"27:51:39:S","28:14:46:E","KIA",2,2,2300,"5:36:19:N","1:49:59:W","KINSHASA / ACCRA",0,-27.8608333333333,28.2461111111111
"174",4629,2933,"27:51:39:S","28:14:46:E","ACC",2,3,2300,"5:36:19:N","1:49:59:W","ACCRA",360,-27.8608333333333,28.2461111111111
"175",4630,2933,"27:51:39:S","28:14:46:E","ACH",2,1,2300,"5:36:19:N","1:49:59:W","HARARE / ACCRA",0,-27.8608333333333,28.2461111111111
"176",4631,2933,"27:51:39:S","28:14:46:E","ACL",2,1,2300,"5:36:19:N","1:49:59:W","LUANDA / ACCRA",0,-27.8608333333333,28.2461111111111
"177",4683,2933,"27:51:39:S","28:14:46:E","AAB",2,3,2300,"5:36:19:N","1:49:59:W","ABIDJAN / ACCRA",0,-27.8608333333333,28.2461111111111
"178",4686,2933,"27:51:39:S","28:14:46:E","ACK",2,1,2300,"5:36:19:N","1:49:59:W","KINSHASA / ACCRA",0,-27.8608333333333,28.2461111111111
"179",13161,2933,"27:51:39:S","28:14:46:E","LOA",2,2,2300,"5:36:19:N","1:49:59:W","LAGOS / ACCRA",10,-27.8608333333333,28.2461111111111
"180",13181,2933,"27:51:39:S","28:14:46:E","ALO",2,1,2300,"5:36:19:N","1:49:59:W","LAGOS / ACCRA",10,-27.8608333333333,28.2461111111111
"181",4563,2933,"27:51:39:S","28:14:46:E","HBK",2,1,2321,"22:19:44:N","114:11:38:E","BANGKOK / HONG KONG",0,-27.8608333333333,28.2461111111111
"182",4567,2933,"27:51:39:S","28:14:46:E","HKM",2,1,2321,"22:19:44:N","114:11:38:E","MAURITIUS / HONG KONG",0,-27.8608333333333,28.2461111111111
"183",4656,2933,"27:51:39:S","28:14:46:E","HKG",2,3,2321,"22:19:44:N","114:11:38:E","HONG KONG",795,-27.8608333333333,28.2461111111111
"184",4672,2933,"27:51:39:S","28:14:46:E","MHK",2,2,2321,"22:19:44:N","114:11:38:E","MAURITIUS / HONG KONG",0,-27.8608333333333,28.2461111111111
"185",4772,2933,"27:51:39:S","28:14:46:E","BHK",2,2,2321,"22:19:44:N","114:11:38:E","BANGKOK / HONG KONG",0,-27.8608333333333,28.2461111111111
"186",13813,2933,"27:51:39:S","28:14:46:E","HKDU",2,3,2321,"22:19:44:N","114:11:38:E","HONG KONG / DURBAN",10,-27.8608333333333,28.2461111111111
"187",4501,2933,"27:51:39:S","28:14:46:E","TLV",2,3,2341,"32:0:41:N","34:53:12:E","TEL AVIV",545,-27.8608333333333,28.2461111111111
"188",4510,2933,"27:51:39:S","28:14:46:E","NBT",2,2,2341,"32:0:41:N","34:53:12:E","NAIROBI / TEL AVIV",0,-27.8608333333333,28.2461111111111
"189",4605,2933,"27:51:39:S","28:14:46:E","CTL",2,2,2341,"32:0:41:N","34:53:12:E","CAIRO / TEL AVIV",0,-27.8608333333333,28.2461111111111
"190",4622,2933,"27:51:39:S","28:14:46:E","TLC",2,1,2341,"32:0:41:N","34:53:12:E","CAIRO / TEL AVIV",0,-27.8608333333333,28.2461111111111
"191",4763,2933,"27:51:39:S","28:14:46:E","TLN",2,1,2341,"32:0:41:N","34:53:12:E","NAIROBI / TEL AVIV",0,-27.8608333333333,28.2461111111111
"192",4700,2933,"27:51:39:S","28:14:46:E","BOM",2,3,2342,"19:5:19:N","72:52:4:E","MUMBAI",535,-27.8608333333333,28.2461111111111
"193",4455,2933,"27:51:39:S","28:14:46:E","MXP",2,3,2357,"45:37:50:N","8:43:41:E","MILAN",620,-27.8608333333333,28.2461111111111
"194",4798,2933,"27:51:39:S","28:14:46:E","FCO",2,3,2380,"41:48:16:N","12:15:3:E","ROME",0,-27.8608333333333,28.2461111111111
"195",4733,2933,"27:51:39:S","28:14:46:E","MBA",2,3,2387,"5:57:55:S","39:35:39:E","MOMBASA",0,-27.8608333333333,28.2461111111111
"196",4441,2933,"27:51:39:S","28:14:46:E","NBD",2,1,2389,"2:40:51:S","36:55:40:E","DAR ES SALAAM / NAIROBI",0,-27.8608333333333,28.2461111111111
"197",4466,2933,"27:51:39:S","28:14:46:E","MBN",2,2,2389,"2:40:51:S","36:55:40:E","MOMBASA / NAIROBI",0,-27.8608333333333,28.2461111111111
"198",4486,2933,"27:51:39:S","28:14:46:E","NMB",2,1,2389,"2:40:51:S","36:55:40:E","MOMBASA / NAIROBI",0,-27.8608333333333,28.2461111111111
"199",4545,2933,"27:51:39:S","28:14:46:E","NBO",2,3,2389,"2:40:51:S","36:55:40:E","NAIROBI",250,-27.8608333333333,28.2461111111111
"200",4593,2933,"27:51:39:S","28:14:46:E","CIN",2,2,2389,"2:40:51:S","36:55:40:E","CAIRO / NAIROBI",10,-27.8608333333333,28.2461111111111
"201",13655,2933,"27:51:39:S","28:14:46:E","NBO1",2,3,2389,"2:40:51:S","36:55:40:E","ATH/NBO",0,-27.8608333333333,28.2461111111111
"202",4431,2933,"27:51:39:S","28:14:46:E","COS",2,2,2390,"12:27:59:S","43:16:19:E","COMORES",0,-27.8608333333333,28.2461111111111
"203",4654,2933,"27:51:39:S","28:14:46:E","HAH",2,3,2390,"12:27:59:S","43:16:19:E","COMORES",0,-27.8608333333333,28.2461111111111
"204",4789,2933,"27:51:39:S","28:14:46:E","CMB",2,3,2397,"7:10:51:N","79:53:3:E","COLOMBO",0,-27.8608333333333,28.2461111111111
"205",4681,2933,"27:51:39:S","28:14:46:E","MSU",1,3,2399,"30:32:16:S","27:33:9:E","MASERU",75,-27.8608333333333,28.2461111111111
"206",4454,2933,"27:51:39:S","28:14:46:E","CAL",2,1,2407,"33:22:3:N","8:24:36:W","LIBREVILLE / CASABLANCA",0,-27.8608333333333,28.2461111111111
"207",13730,2933,"27:51:39:S","28:14:46:E","CMN",2,3,2407,"33:22:3:N","8:24:36:W","CASABLANCA",10,-27.8608333333333,28.2461111111111
"208",4502,2933,"27:51:39:S","28:14:46:E","TNR",2,3,2408,"19:12:11:S","47:28:44:E","ANTANANARIVO",205,-27.8608333333333,28.2461111111111
"209",13621,2933,"27:51:39:S","28:14:46:E","ANJ",2,3,2408,"19:12:11:S","47:28:44:E","ANTANANARIVO / NOSSI BE",10,-27.8608333333333,28.2461111111111
"210",4437,2933,"27:51:39:S","28:14:46:E","ABO",2,2,2411,"12:32:1:N","8:3:0:W","ABIDJAN / BAMAKO SENOU",0,-27.8608333333333,28.2461111111111
"211",4507,2933,"27:51:39:S","28:14:46:E","ABA",2,2,2411,"12:32:1:N","8:3:0:W","ABIDJAN / DAKAR / BAMAKO SENOU",0,-27.8608333333333,28.2461111111111
"212",4646,2933,"27:51:39:S","28:14:46:E","BKO",2,3,2411,"12:32:1:N","8:3:0:W","BAMAKO SENOU",0,-27.8608333333333,28.2461111111111
"213",13697,2933,"27:51:39:S","28:14:46:E","MLA",2,3,2414,"35:51:27:N","14:28:39:E","MALTA",10,-27.8608333333333,28.2461111111111
"214",4460,2933,"27:51:39:S","28:14:46:E","HRM",2,2,2415,"21:34:11:S","57:41:1:E","HARARE / MAURITIUS",0,-27.8608333333333,28.2461111111111
"215",4467,2933,"27:51:39:S","28:14:46:E","MHR",2,1,2415,"21:34:11:S","57:41:1:E","HARARE / MAURITIUS",0,-27.8608333333333,28.2461111111111
"216",4680,2933,"27:51:39:S","28:14:46:E","MRU",2,3,2415,"21:34:11:S","57:41:1:E","MAURITIUS",275,-27.8608333333333,28.2461111111111
"217",13101,2933,"27:51:39:S","28:14:46:E","MRD",2,3,2415,"21:34:11:S","57:41:1:E","DURBAN / MAURITIUS",10,-27.8608333333333,28.2461111111111
"218",4392,2933,"27:51:39:S","28:14:46:E","MLS",2,1,2416,"4:11:31:N","73:31:45:E","SEYCHELLES / MALE",0,-27.8608333333333,28.2461111111111
"219",4406,2933,"27:51:39:S","28:14:46:E","SML",2,2,2416,"4:11:31:N","73:31:45:E","SEYCHELLES / MALE",0,-27.8608333333333,28.2461111111111
"220",4541,2933,"27:51:39:S","28:14:46:E","MRM",2,2,2416,"4:11:31:N","73:31:45:E","MAURITIUS / MALE",0,-27.8608333333333,28.2461111111111
"221",4675,2933,"27:51:39:S","28:14:46:E","MLE",2,3,2416,"4:11:31:N","73:31:45:E","MALE",0,-27.8608333333333,28.2461111111111
"222",4676,2933,"27:51:39:S","28:14:46:E","MLM",2,1,2416,"4:11:31:N","73:31:45:E","MAURITIUS / MALE",0,-27.8608333333333,28.2461111111111
"223",4564,2933,"27:51:39:S","28:14:46:E","HBL",2,2,2417,"16:19:15:S","34:58:26:E","HARARE / BLANTYRE",0,-27.8608333333333,28.2461111111111
"224",4584,2933,"27:51:39:S","28:14:46:E","BLZ",2,3,2417,"16:19:15:S","34:58:26:E","BLANTYRE",140,-27.8608333333333,28.2461111111111
"225",4588,2933,"27:51:39:S","28:14:46:E","BTH",2,3,2417,"16:19:15:S","34:58:26:E","HARARE / BLANTYRE",0,-27.8608333333333,28.2461111111111
"226",10541,2933,"27:51:39:S","28:14:46:E","LUB",2,2,2417,"16:19:15:S","34:58:26:E","LUSAKA / BLANTYRE",0,-27.8608333333333,28.2461111111111
"227",10561,2933,"27:51:39:S","28:14:46:E","BLL",2,2,2417,"16:19:15:S","34:58:26:E","LUSAKA / BLANTYRE",0,-27.8608333333333,28.2461111111111
"228",11901,2933,"27:51:39:S","28:14:46:E","BLW",2,2,2417,"16:19:15:S","34:58:26:E","LILONGWE / BLANTYRE",0,-27.8608333333333,28.2461111111111
"229",12221,2933,"27:51:39:S","28:14:46:E","MBL",2,2,2417,"16:19:15:S","34:58:26:E","MAPUTO / BLANTYRE",0,-27.8608333333333,28.2461111111111
"230",4421,2933,"27:51:39:S","28:14:46:E","ALL",2,1,2418,"14:12:38:S","33:46:52:E","LUSAKA / LILONGWE / ADDIS ABABA",0,-27.8608333333333,28.2461111111111
"231",4516,2933,"27:51:39:S","28:14:46:E","NLW",2,2,2418,"14:12:38:S","33:46:52:E","NDOLA / LUSAKA / LILONGWE",0,-27.8608333333333,28.2461111111111
"232",4635,2933,"27:51:39:S","28:14:46:E","ALH",2,1,2418,"14:12:38:S","33:46:52:E","HARARE / LILONGWE / ADDIS ABABA",410,-27.8608333333333,28.2461111111111
"233",4729,2933,"27:51:39:S","28:14:46:E","LLW",2,3,2418,"14:12:38:S","33:46:52:E","LILONGWE",145,-27.8608333333333,28.2461111111111
"234",4517,2933,"27:51:39:S","28:14:46:E","KUL",2,3,2430,"2:44:44:N","101:42:36:E","KUALA  LUMPUR",635,-27.8608333333333,28.2461111111111
"235",4674,2933,"27:51:39:S","28:14:46:E","MKL",2,2,2430,"2:44:44:N","101:42:36:E","MAURITIUS / KUALA  LUMPUR",0,-27.8608333333333,28.2461111111111
"236",4645,2933,"27:51:39:S","28:14:46:E","BEW",2,3,2431,"20:12:13:S","34:54:27:E","BEIRA",110,-27.8608333333333,28.2461111111111
"237",7820,2933,"27:51:39:S","28:14:46:E","MBP",2,2,2431,"20:12:13:S","34:54:27:E","MAPUTO / PEMBA / BEIRA",0,-27.8608333333333,28.2461111111111
"238",4404,2933,"27:51:39:S","28:14:46:E","VNX",2,3,2432,"23:58:54:S","35:18:48:E","VILANCULOS",135,-27.8608333333333,28.2461111111111
"239",4413,2933,"27:51:39:S","28:14:46:E","MVB",2,1,2432,"23:58:54:S","35:18:48:E","BEIRA / VILANCULOS / MAPUTO",330,-27.8608333333333,28.2461111111111
"240",12263,2933,"27:51:39:S","28:14:46:E","BVL",2,2,2432,"23:58:54:S","35:18:48:E","BEIRA / VILANCULOS",0,-27.8608333333333,28.2461111111111
"241",12901,2933,"27:51:39:S","28:14:46:E","VNM",2,2,2432,"23:58:54:S","35:18:48:E","MPUMALANGA / VILANCULOS",10,-27.8608333333333,28.2461111111111
"242",12981,2933,"27:51:39:S","28:14:46:E","MVX",2,2,2432,"23:58:54:S","35:18:48:E","MANZINI / VILANCULOS",50,-27.8608333333333,28.2461111111111
"243",12982,2933,"27:51:39:S","28:14:46:E","VMS",2,1,2432,"23:58:54:S","35:18:48:E","MANZINI / VILANCULOS",50,-27.8608333333333,28.2461111111111
"244",13121,2933,"27:51:39:S","28:14:46:E","VNI",2,3,2432,"23:58:54:S","35:18:48:E","INHAMBANE / VILANCULOS",10,-27.8608333333333,28.2461111111111
"245",13627,2933,"27:51:39:S","28:14:46:E","VNX1",2,3,2432,"23:58:54:S","35:18:48:E","VNX/MQP",0,-27.8608333333333,28.2461111111111
"246",4414,2933,"27:51:39:S","28:14:46:E","BVM",2,2,2434,"26:4:45:S","32:34:21:E","BEIRA / VILANCULOS / MAPUTO",0,-27.8608333333333,28.2461111111111
"247",4468,2933,"27:51:39:S","28:14:46:E","NLM",3,2,2434,"26:4:45:S","32:34:21:E","NELSPRUIT / MAPUTO",0,-27.8608333333333,28.2461111111111
"248",4677,2933,"27:51:39:S","28:14:46:E","MNL",3,1,2434,"26:4:45:S","32:34:21:E","NELSPRUIT / MAPUTO",0,-27.8608333333333,28.2461111111111
"249",4679,2933,"27:51:39:S","28:14:46:E","MPM",2,3,2434,"26:4:45:S","32:34:21:E","MAPUTO",55,-27.8608333333333,28.2461111111111
"250",7821,2933,"27:51:39:S","28:14:46:E","BEM",2,2,2434,"26:4:45:S","32:34:21:E","BEIRA / MAPUTO",0,-27.8608333333333,28.2461111111111
"251",12941,2933,"27:51:39:S","28:14:46:E","MVI",2,3,2434,"26:4:45:S","32:34:21:E","INHAMBANE / MAPUTO / VILANCULOS",10,-27.8608333333333,28.2461111111111
"252",12942,2933,"27:51:39:S","28:14:46:E","MPB",2,3,2434,"26:4:45:S","32:34:21:E","BEIRA / MAPUTO",10,-27.8608333333333,28.2461111111111
"253",12943,2933,"27:51:39:S","28:14:46:E","MCB",2,3,2434,"26:4:45:S","32:34:21:E","BEIRA / MAPUTO / CHIMOIO",10,-27.8608333333333,28.2461111111111
"254",12983,2933,"27:51:39:S","28:14:46:E","MTM",2,3,2434,"26:4:45:S","32:34:21:E","MANZINI / MAPUTO",10,-27.8608333333333,28.2461111111111
"255",13647,2933,"27:51:39:S","28:14:46:E","MPM1",2,3,2434,"26:4:45:S","32:34:21:E","POL/MPM",0,-27.8608333333333,28.2461111111111
"256",4797,2933,"27:51:39:S","28:14:46:E","ERS",1,3,2435,"23:23:16:S","17:4:49:E","EROS",0,-27.8608333333333,28.2461111111111
"257",4415,2933,"27:51:39:S","28:14:46:E","WBW",2,2,2438,"23:31:12:S","17:28:15:E","WALIVIS BAY / WINDHOEK",0,-27.8608333333333,28.2461111111111
"258",4766,2933,"27:51:39:S","28:14:46:E","WDH",1,3,2438,"23:31:12:S","17:28:15:E","WINDHOEK",115,-27.8608333333333,28.2461111111111
"259",4768,2933,"27:51:39:S","28:14:46:E","WVB",1,3,2439,"23:1:12:S","14:38:43:E","WALVISBAY",140,-27.8608333333333,28.2461111111111
"260",4401,2933,"27:51:39:S","28:14:46:E","ABV",2,3,2442,"9:0:24:N","7:15:47:E","ABUJA",0,-27.8608333333333,28.2461111111111
"261",4665,2933,"27:51:39:S","28:14:46:E","LOS",2,3,2444,"6:34:39:N","3:19:16:E","LAGOS",355,-27.8608333333333,28.2461111111111
"262",4636,2933,"27:51:39:S","28:14:46:E","AMDU",2,1,2447,"52:18:31:N","4:45:50:E","DUSSELDORF / AMSTERDAM",10,-27.8608333333333,28.2461111111111
"263",4637,2933,"27:51:39:S","28:14:46:E","AMS",2,3,2447,"52:18:31:N","4:45:50:E","AMSTERDAM",640,-27.8608333333333,28.2461111111111
"264",4638,2933,"27:51:39:S","28:14:46:E","ANF",2,3,2447,"52:18:31:N","4:45:50:E","AMSTERDAM / NAIROBI",10,-27.8608333333333,28.2461111111111
"265",4688,2933,"27:51:39:S","28:14:46:E","AFR",2,1,2447,"52:18:31:N","4:45:50:E","FRANKFURT / AMSTERDAM",0,-27.8608333333333,28.2461111111111
"266",4773,2933,"27:51:39:S","28:14:46:E","FAT",2,2,2447,"52:18:31:N","4:45:50:E","FRANKFURT / AMSTERDAM",0,-27.8608333333333,28.2461111111111
"267",13733,2933,"27:51:39:S","28:14:46:E","AMHR",2,3,2447,"52:18:31:N","4:45:50:E","AMSTERDAM / HARARE",10,-27.8608333333333,28.2461111111111
"268",13734,2933,"27:51:39:S","28:14:46:E","AMDA",2,3,2447,"52:18:31:N","4:45:50:E","AMSTERDAM / DAR ES SALAAM",10,-27.8608333333333,28.2461111111111
"269",13782,2933,"27:51:39:S","28:14:46:E","AMCT",2,3,2447,"52:18:31:N","4:45:50:E","AMSTERDAM / CAPE TOWN",10,-27.8608333333333,28.2461111111111
"270",4734,2933,"27:51:39:S","28:14:46:E","MCT",2,3,2484,"23:35:36:N","58:17:4:E","MUSCAT",0,-27.8608333333333,28.2461111111111
"271",4428,2933,"27:51:39:S","28:14:46:E","LIP",2,1,2503,"38:46:53:N","10:51:51:W","MAPUTO / LISBON",760,-27.8608333333333,28.2461111111111
"272",4463,2933,"27:51:39:S","28:14:46:E","LBZ",2,1,2503,"38:46:53:N","10:51:51:W","BRAZZAVILLE / LISBON",0,-27.8608333333333,28.2461111111111
"273",4465,2933,"27:51:39:S","28:14:46:E","LKI",2,1,2503,"38:46:53:N","10:51:51:W","KINSHASA / LISBON",0,-27.8608333333333,28.2461111111111
"274",4474,2933,"27:51:39:S","28:14:46:E","HAL",2,2,2503,"38:46:53:N","10:51:51:W","HARARE / LISBON",0,-27.8608333333333,28.2461111111111
"275",4524,2933,"27:51:39:S","28:14:46:E","LIS",2,3,2503,"38:46:53:N","10:51:51:W","LISBON",630,-27.8608333333333,28.2461111111111
"276",4532,2933,"27:51:39:S","28:14:46:E","LVL",2,2,2503,"38:46:53:N","10:51:51:W","LIBREVILLE / LISBON",0,-27.8608333333333,28.2461111111111
"277",4786,2933,"27:51:39:S","28:14:46:E","BZL",2,2,2503,"38:46:53:N","10:51:51:W","BRAZZAVILLE / LISBON",0,-27.8608333333333,28.2461111111111
"278",4568,2933,"27:51:39:S","28:14:46:E","HLL",2,2,2503,"38:46:53:N","10:51:51:W","HARARE / LUANDA / LISBON",0,-27.8608333333333,28.2461111111111
"279",4580,2933,"27:51:39:S","28:14:46:E","KIL",2,2,2503,"38:46:53:N","10:51:51:W","KINSHASA / LISBON",0,-27.8608333333333,28.2461111111111
"280",4667,2933,"27:51:39:S","28:14:46:E","LUL",2,2,2503,"38:46:53:N","10:51:51:W","LUANDA / LISBON",0,-27.8608333333333,28.2461111111111
"281",4724,2933,"27:51:39:S","28:14:46:E","LAB",2,1,2503,"38:46:53:N","10:51:51:W","ABIDJAN / LISBON",0,-27.8608333333333,28.2461111111111
"282",4728,2933,"27:51:39:S","28:14:46:E","LLU",2,1,2503,"38:46:53:N","10:51:51:W","LUANDA / LISBON",0,-27.8608333333333,28.2461111111111
"283",4738,2933,"27:51:39:S","28:14:46:E","MLI",2,2,2503,"38:46:53:N","10:51:51:W","MAPUTO / LISBON",0,-27.8608333333333,28.2461111111111
"284",4493,2933,"27:51:39:S","28:14:46:E","REA",2,1,2507,"21:6:46:S","55:30:37:E","ANTANANARIVO / REUNION",0,-27.8608333333333,28.2461111111111
"285",4616,2933,"27:51:39:S","28:14:46:E","RUN",2,3,2507,"21:6:46:S","55:30:37:E","REUNION",265,-27.8608333333333,28.2461111111111
"286",4640,2933,"27:51:39:S","28:14:46:E","ARE",2,2,2507,"21:6:46:S","55:30:37:E","ANTANANARIVO / REUNION",0,-27.8608333333333,28.2461111111111
"287",4478,2933,"27:51:39:S","28:14:46:E","KGL",2,3,2517,"2:1:53:S","30:8:22:E","KIGALI",250,-27.8608333333333,28.2461111111111
"288",11521,2933,"27:51:39:S","28:14:46:E","KGB",2,3,2517,"2:1:53:S","30:8:22:E","BUJUMBURA / KIGALI",0,-27.8608333333333,28.2461111111111
"289",13819,2933,"27:51:39:S","28:14:46:E","KGU",2,3,2517,"2:1:53:S","30:8:22:E","KIGALI / LUSAKA",10,-27.8608333333333,28.2461111111111
"290",4462,2933,"27:51:39:S","28:14:46:E","JEN",2,1,2520,"21:40:47:N","39:9:23:E","NAIROBI / JEDDAH",550,-27.8608333333333,28.2461111111111
"291",4544,2933,"27:51:39:S","28:14:46:E","NBJ",2,2,2520,"21:40:47:N","39:9:23:E","NAIROBI / JEDDAH",0,-27.8608333333333,28.2461111111111
"292",4721,2933,"27:51:39:S","28:14:46:E","JED",2,3,2520,"21:40:47:N","39:9:23:E","JEDDAH",0,-27.8608333333333,28.2461111111111
"293",4472,2933,"27:51:39:S","28:14:46:E","SAN",2,1,2522,"5:19:32:S","55:31:18:E","SEYCHELLES/ANTANANARIVO",0,-27.8608333333333,28.2461111111111
"294",4689,2933,"27:51:39:S","28:14:46:E","ANS",2,2,2522,"5:19:32:S","55:31:18:E","ANTANANARIVO / SEYCHELLES",0,-27.8608333333333,28.2461111111111
"295",4758,2933,"27:51:39:S","28:14:46:E","SEZ",2,3,2522,"5:19:32:S","55:31:18:E","SEYCHELLES",310,-27.8608333333333,28.2461111111111
"296",12721,2933,"27:51:39:S","28:14:46:E","SEC",2,2,2522,"5:19:32:S","55:31:18:E","COMORES / SEYCHELLES",10,-27.8608333333333,28.2461111111111
"297",4473,2933,"27:51:39:S","28:14:46:E","SIM",2,1,2542,"1:21:1:N","103:59:38:E","MAURITIUS / SINGAPORE",0,-27.8608333333333,28.2461111111111
"298",4497,2933,"27:51:39:S","28:14:46:E","SIN",2,3,2542,"1:21:1:N","103:59:38:E","SINGAPORE",640,-27.8608333333333,28.2461111111111
"299",4569,2933,"27:51:39:S","28:14:46:E","HOS",2,2,2542,"1:21:1:N","103:59:38:E","SINGAPORE",0,-27.8608333333333,28.2461111111111
"300",4740,2933,"27:51:39:S","28:14:46:E","MSI",2,2,2542,"1:21:1:N","103:59:38:E","MAURITIUS / SINGAPORE",0,-27.8608333333333,28.2461111111111
"301",4438,2933,"27:51:39:S","28:14:46:E","BAD",2,2,2543,"14:44:23:N","18:30:35:W","BRAZZAVILLE / BAMAKO SENOU / DAKAR / ABIDJAN",0,-27.8608333333333,28.2461111111111
"302",4514,2933,"27:51:39:S","28:14:46:E","ABD",2,2,2543,"14:44:23:N","18:30:35:W","ABIDJAN / DAKAR",0,-27.8608333333333,28.2461111111111
"303",4515,2933,"27:51:39:S","28:14:46:E","DKB",2,1,2543,"14:44:23:N","18:30:35:W","ABIDJAN / DAKAR",0,-27.8608333333333,28.2461111111111
"304",4582,2933,"27:51:39:S","28:14:46:E","DBZ",2,1,2543,"14:44:23:N","18:30:35:W","BRAZZAVILLE / DAKAR / ABIDJAN / BAMAKO SENOU",0,-27.8608333333333,28.2461111111111
"305",4609,2933,"27:51:39:S","28:14:46:E","DBA",2,1,2543,"14:44:23:N","18:30:35:W","ABIDJAN / DAKAR / BAMAKO SENOU",0,-27.8608333333333,28.2461111111111
"306",4633,2933,"27:51:39:S","28:14:46:E","ADH",2,1,2543,"14:44:23:N","18:30:35:W","HARARE / DAKAR / ADDIS ABABA",0,-27.8608333333333,28.2461111111111
"307",4711,2933,"27:51:39:S","28:14:46:E","DKR",2,3,2543,"14:44:23:N","18:30:35:W","DAKAR",0,-27.8608333333333,28.2461111111111
"308",4682,2933,"27:51:39:S","28:14:46:E","MTS",1,3,2548,"27:28:16:S","31:18:27:E","MANZINI",65,-27.8608333333333,28.2461111111111
"309",4659,2933,"27:51:39:S","28:14:46:E","IST",2,3,2561,"40:58:37:N","28:48:53:E","ISTANBUL",0,-27.8608333333333,28.2461111111111
"310",4503,2933,"27:51:39:S","28:14:46:E","TPE",2,3,2563,"25:4:40:N","121:13:59:E","TAIPEI",0,-27.8608333333333,28.2461111111111
"311",4542,2933,"27:51:39:S","28:14:46:E","MTP",2,2,2563,"25:4:40:N","121:13:59:E","MAURITIUS / TAIPEI",0,-27.8608333333333,28.2461111111111
"312",4697,2933,"27:51:39:S","28:14:46:E","BKT",2,2,2563,"25:4:40:N","121:13:59:E","BANGKOK / TAIPEI",0,-27.8608333333333,28.2461111111111
"313",4764,2933,"27:51:39:S","28:14:46:E","TPM",2,1,2563,"25:4:40:N","121:13:59:E","MAURITIUS / TAIPEI",0,-27.8608333333333,28.2461111111111
"314",4420,2933,"27:51:39:S","28:14:46:E","KZD",2,2,2564,"7:7:19:S","39:12:9:E","KILIMANJARO / ZANZIBAR / DAR ES SALAAM",0,-27.8608333333333,28.2461111111111
